번호,제목,생산일,조회수,내용번호
806,시장정비사업추진계획의 신청절차및 계획 수립시 포함 되는 내용,2009-09-21,1615,2897862
805,광진 환경기본계획은 무엇입니까?,2009-09-21,109,2894823
804,광진 환경기본계획은 몇년 주기로 발간됩니까?,2009-09-21,344,2894825
803,고아원 입소 ?,2009-09-21,2762,2897396
802,환경단체 등록 및 보조금 신청,2009-09-21,246,2894824
801,고시와 공고의 차이는?,2009-09-21,15166,2897191
800,상습 노상방뇨 관련사항도 구청으로 신고하면 되나요?,2009-09-21,2331,2897056
799,동행정서비스헌장,2009-09-21,231,2897960
798,주식백지신탁제도는 무엇인가요?,2009-09-21,112,2895748
797,고지거부신고 방법은 어떻게 됩니까?,2009-09-21,117,2895768
796,기소유예는 어떤 내용인가?,2009-09-21,367,2897157
795,여행 및 장애인 편의시설 관리실태 점검은 어떤내용인지요?,2009-09-19,317,2897063
794,주요 공사장 안전관리실태 점검내용은 무엇인가요?,2009-09-19,378,2897062
793,버스/택시 정류장 관리실태 점검은 어떤 내용인가요?,2009-09-19,845,2897060
792,초등학교 통학로점검은 어떤내용인가요?,2009-09-19,276,2897059
791,재산신고의 고지거부는 무엇인가요?,2009-09-18,435,2895749
790,재산신고는 신고대상 공무원의 재산만 신고하면 되는 건가요?,2009-09-18,674,2895767
789,퇴직공직자는 모든 취업제한업체에 취직을 할 수가 없나요?,2009-09-18,69,2895750
788,공무원 품위유지가 무엇인가?,2009-09-18,1962,2897058
787,퇴직자 취업제한업체는 어떤 곳이 있나요?,2009-09-18,166,2895766
786,퇴직공직자 취업제한제도는 무엇인가요?,2009-09-18,178,2895751
785,공직자 재산공개는 뭔가요?,2009-09-18,439,2895765
784,기획순찰이란 어떤업무인가요?,2009-09-18,236,2897057
783,공무원 겸직허가 기본원칙,2009-09-18,9216,2897080
782,지방공무원복무규정 제10조에 의하여 금지되는 영리업무,2009-09-18,1343,2897079
781,지방재정관리제도 란?,2009-09-18,250,2895548
780,행정박물의 경우 어떤 유형들이 있나요?,2009-09-18,78,2898043
779,공무원 6대 의무사항,2009-09-18,10577,2897078
778,공무원 4대 금지사항,2009-09-18,6615,2897077
777,수의계약의 유형별 구분은?,2009-09-18,409,2895546
776,계약체결 형태에 따른 분류?,2009-09-18,233,2895549
775,진정민원 제출시 증빙서류를 받을수 있나요?,2009-09-18,352,2895764
774,민원해결방이란 무엇인가요?,2009-09-18,294,2895763
773,주차관리과에 부설주차장 관련 민원을 제출했는데 왜 감사담당관에서 민원관련 안내를 하나요?,2009-09-18,284,2895762
772,여러 사람의 연명부를 받아 민원을 제출하려고 하는데 원본은 제가 보관하고 사본을 제출하려고 합니다. 그래도 이상 없나요?,2009-09-18,472,2895761
771,건축과에 무단증축을 민원을 제기했는데 민원인의 인적사항을 요구합니다. 꼭 필요한 것인가요.,2009-09-18,384,2895760
770,광진구 성폭력 예방교육을 하고 있나요?,2009-09-18,496,2897798
769,누군가 우리집에 악의를 갖고 민원을 냈는데 누가 그랬는지 반드시 알아야겠습니다.,2009-09-18,269,2895759
768,진정민원을 제출해야 하는데 꼭 서면으로 해야하나요?,2009-09-18,596,2895758
767,민원을 제출하면 피민원인에게 신고사실이 누설되지는 않나요?,2009-09-18,1353,2895757
766,생활불편민원을 접수시 구청에서 해결할 수 없는 민원은 어떻게 하나요?,2009-09-18,846,2897074
765,이름을 밝히지 않고 민원을 내려고 합니다. 꼭 접수해주세요.,2009-09-18,266,2895756
764,민원사항이 있는데 어떻게 사용승인(준공)이 나갈 수 있나요?,2009-09-18,665,2895755
763,통보전접수,2009-09-18,155,2897073
762,도시계획시설 부지에 포함된 건물에서 임대업을 하고 있습니다. 보상받을 수 있는지요?,2009-09-18,185,2897116
761,도시계획시설 부지의 이의재결이란 무엇입니까?,2009-09-18,302,2897115
760,도시계획시설부지에 포함된 건물보상금액의 불만입니다.,2009-09-18,130,2897114
759,가정보육시설은 시설장이 보육교사를 겸할수있는지?,2009-09-18,347,2897113
758,도시계획사업으로 철거되는 건물에 거주하는 사람은 어떻게 됩니까?,2009-09-18,203,2897112
757,도시계획시설부지의 재결과정에서는 의견을 제출할 수 없는지요?,2009-09-18,157,2897110
756,도시계획시설부지 재결신청 이후 진행단계는 어떤 과정을 거칩니까?,2009-09-18,200,2897109
755,어려운 가정에 중고TV가 필요한 경우??,2009-09-18,149,2896248
754,공동주택관리의 적용범위는?,2009-09-18,3178,2894901
753,도시계획시설 재결신청은 어떻게 합니까?,2009-09-18,229,2897108
752,정책자료집이란 무엇입니까?,2009-09-18,1367,2895918
751,생활불편민원 신고하려면 어디로 해야하나요?,2009-09-18,1512,2897070
750,건설업 법인합병신고 처리 절차를 알고 싶습니다.,2009-09-18,302,2898198
749,"신축공사중에 공사시공자, 감리자를 변경할 시에는 변경전 감리자의 동의서가 필요한지요?",2009-09-18,2300,2895232
748,도시계획시설에 편입된 보상물건의 재결신청 청구는 몇일 이내에 해야 하나요?,2009-09-18,141,2897106
747,도시계획시설 사업인정은 언제부터 효력이 발생합니까?,2009-09-18,141,2897105
746,도시계획시설부지에 편입된 보상물건 평가금액은 유효기간이 어떻게 되는지?,2009-09-18,193,2897104
745,도시계획시설부지에 포함된 물건의 보상계획은 어떻게 알 수 있습니까?,2009-09-18,96,2897103
744,도시계획사업으로 토지보상시 감정평가 기준은 무엇입니까?,2009-09-18,696,2897102
743,도시계획시설부지에 편입된 물건의 감정평가기관을 추천할 수 있는지?,2009-09-18,181,2897101
742,베란다 확장 불법인가요?,2009-09-18,12346,2895917
741,도시계획시설부지로 지장물이란 무엇을 의미합니까?,2009-09-18,4952,2897100
740,도시계획시설에는 어떠한 것들이 있습니까?,2009-09-18,136,2897099
739,서대문구 면적이 얼마나 되나요?,2009-09-17,1650,2897255
738,기금제도는 왜 필요한가요?,2009-09-17,100,2897301
737,녹색성장이란 무엇입니까?,2009-09-17,346,2895916
736,공무원이 공동 주택의 입주자 대표회의의 대표직을 맡고자 할 경우 사전에 소속기관장의 겸직허가를 받아야 하는지?,2009-09-17,826,2895915
735,경미한 전기 공사는 전기업자가 아니어도 시공 할 수 있다는데 어떠한 공사일 경우에 해당되는지요,2009-09-17,3650,2897958
734,안전인증이 없는 불법전기용품 판매자는 어떤 처벌을 받습니까?,2009-09-17,3474,2894916
733,재정자립도가 무엇인가요?,2009-09-16,1461,2895794
732,광진구에 있는 기금의 종류는 어떤것이 있나요?,2009-09-16,253,2895791
731,보상협의 계약 구비서류 및 보상금 수령은?,2009-09-16,576,2897098
730,보상금이 너무 적어서 불만입니다.,2009-09-16,328,2897097
729,등기부등본상 소유권 이외의 권리(근저당 등)가 있는 경우 보상방법은?,2009-09-16,321,2897096
728,토지의 일부분만 도로에 편입되는 경우 보상은 어떻게 이루어 지나요?,2009-09-16,2554,2897095
727,토지보상금은 어떤 기준으로 결정되나요.,2009-09-16,663,2897094
726,건축물대장 합병신고 시 근저당이 있을 때 가능유무 ?,2009-09-16,697,2895233
725,1명의 관리사무소장이 분양된 공동주택 2개단지를 관리하여도 됩니까?,2009-09-16,197,2897190
724,보건복지서비스 연계의 내용은 어떤것이 있나요?,2009-09-16,517,2894705
723,조사된 내용이 과세자료에 쓰여지는 것은 아닌가요?,2009-09-16,105,2897093
722,실손보상형 상품에서 실손보상이 무슨 뜻인가요 ?,2009-09-16,364,2896240
721,사회단체에 대한 보조사업 및 보조금의 지원범위는?,2009-09-16,448,2897092
720,아파트형공장에 식당으로 임차하고 싶은데 건축물대장을 어떻게 해야 하나요?,2009-09-16,264,2895092
719,"천재, 지변등 긴급사태가 끝난경우(지하수개발이용의 경우)",2009-09-16,176,2895789
718,공동소유 건축물을 일반건축물로 변경할수 있는지?,2009-09-15,296,2896263
717,사용승인시 공동건축주 전원의 동의 여부,2009-09-15,186,2896262
716,건축관계변경시 도면제출 여부는,2009-09-15,215,2896261
715,지식재산권이 무엇인가요?,2009-09-15,287,2897299
714,[금천미래장학재단] 기초생활보장수급자 대학생 무상장학금-미래로 계속 장학금- 지원 혜택은 없나요?,2009-09-15,1737,2897892
713,지하수 원상복구(폐공) 절차는 어떻게 되나요?(,2009-09-15,3696,2895856
712,열린토론장과 학습동아리의 차이는 무엇인가요?,2009-09-15,147,2897957
711,건축과에서 하는 일은 무엇입니까?,2009-09-15,1103,2896258
710,보조금심의위원회 위원 수 및 임기는?,2009-09-15,105,2897796
709,공모기간 및 방법은?,2009-09-15,154,2897782
708,금천희망나눔 이야기 책자에서 사연을 읽고 도움을 주고자 합니다. 어떻게 하면 되나요?,2009-09-14,379,2898226
707,복지네트워크구축을 위한 방법은?,2009-09-14,305,2897891
706,아파트 담장을 철거할 경우 허가를 받아야 하나요?,2009-09-14,2052,2895309
705,안전도 검사 대상 광고물?,2009-09-14,519,2897717
704,단지내 주민운동시설을 주차장으로 변경이 가능한지요?,2009-09-14,715,2895312
703,아파트 단지내 테니스장을 배드민턴장 등 유사 운동시설로 변경이 가능한지요?,2009-09-14,1249,2895311
702,불연재료란?,2009-09-14,2111,2894593
701,총회나 이사회의 의결이 필요한 사항에 대하여 의결을 거치지 않고 집행한 경우의 벌칙은?,2009-09-14,132,2897781
700,설립인가 취소되는 경우는?,2009-09-14,156,2897780
699,설립인가를 받은 후 언제까지 등기를 하여야 하나요?,2009-09-14,143,2897779
698,임원의 임기는?,2009-09-14,273,2897778
697,종로구에 설치된 위원회 현황을 알고 싶습니다.,2009-09-14,192,2895733
696,구정현황을 책자로 볼 수 있나요?,2009-09-14,234,2895406
695,새마을금고 임원의 수는?,2009-09-14,306,2897777
694,새마을금고 총회를 갈음할 대의원의 임기는 몇년인가?,2009-09-14,1366,2897776
693,소년소녀가장을 돕고 싶은데 어떻게 도울수 있나요?,2009-09-14,1457,2898224
692,새마을금고의 회원 수는 몇명 이상인가?,2009-09-14,206,2897775
691,새마을금고 창립총회의 의결 조건은?,2009-09-14,229,2897774
690,새마을금고 정관의 기재목록은?,2009-09-14,642,2897795
689,특정단체에 대해 인터넷 게시판에 비방？허위사실을 유포하면 명예훼손으로 처벌이 가능한가요?,2009-09-14,2790,2896563
688,누군가가 제 메일계정에 접속하여 메일을 읽어보고 있습니다. 그 사람이 누구인지 찾아 처벌하고 싶습니다.,2009-09-14,940,2896565
687,관계전문기술자란?,2009-09-14,2252,2894595
686,공사감리자란?,2009-09-14,621,2894596
685,설계도서란?,2009-09-14,4038,2895271
684,설계자란?,2009-09-14,530,2894597
683,차상위계층 대학생 무상장학금-사랑드림장학금-차상위 본인부담경담대상자 확인서는 어디에서 발급받을 수 있나요?,2009-09-14,457,2897886
682,차상위계층 대학생 무상장학금-사랑드림장학금- 차상위증명서는 어디에서 발급받을 수 있나요?,2009-09-14,2762,2897885
681,건축허가&amp;amp;gt;발코니 설치관련,2009-09-14,2470,2895270
680,차상위계층 대학생 무상장학금 지원 확대,2009-09-14,2126,2897884
679,광진구 능동로 디자인서울거리(1차) 주요사업 내용이 궁금합니다.,2009-09-14,549,2895732
678,공직자윤리위원회의 주요기능은 무엇입니까?,2009-09-14,276,2898225
677,행정정보연계 문서가 안 넘어옴,2009-09-14,440,2898238
676,특별계획구역의 블록별 세부개발계획 입안이 가능한지,2009-09-14,1886,2894571
675,공직자 재산등록을 관리하는 기관은 어디입니까?,2009-09-14,222,2897898
674,대학입학 특별전형-기회균형선발제-차상위계층 확인서 발급을 받을 수 없는 경우는 어떻게 하나요?,2009-09-14,1645,2897897
673,공직자 재산등록를 의무적으로 해야하는 부서가 있나요?,2009-09-14,483,2897896
672,공직자 재산등록 대상은 누구입니까?,2009-09-14,2715,2897895
671,핸드폰 문자로 문화공연등 정보를 받고 싶습니다.,2009-09-14,233,2896564
670,주민소득지원및생활안정기금 융자 조건은 어떻게 되나요?,2009-09-14,576,2897794
669,CPTED란 무엇인가요?,2009-09-14,2302,2895830
668,주민소득지원및생활안정기금 대상은 어떻게 되나요?,2009-09-14,394,2897792
667,토지 합병 절차,2009-09-14,1545,2894568
666,인접필지와 공동건축을 계획하였을 경우 건축허가(증축/대수선) 여부,2009-09-14,636,2894570
665,근무시간은 어떻게 되나요?,2009-09-14,1161,2897791
664,"획지계획의 변경이 구도시계획위원회 심의대상인지, 최대 개발규모를 초과하는 공동건축의 경우는 도시계획의 변경 제한규정을 적용받는지",2009-09-14,737,2894569
663,등기부등본상 공동명의로 된 물건으로 사업자 등록이 가능한 가요 ?,2009-09-14,687,2897189
662,대학입학 특별전형-기회균형선발제- 차상위계층 확인서는 어디에서 발급받을 수 있나요?,2009-09-14,2052,2897894
661,"노인의료복지시설(요양시설, 노인요양공동생활가정)의 시설기준 및 직원배치기준은?",2009-09-14,14903,2898230
660,조건부수급자인데 자활사업 참여를 하지 않으면 어떻게 되나요?,2009-09-14,13616,2897789
659,자활근로 참여자인데 근무지를 변경하고 싶습니다.,2009-09-14,419,2897787
658,월차를 한꺼번에 쓸수 있나요?,2009-09-14,497,2897785
657,여행화장실은 무엇인가요?,2009-09-14,657,2894594
656,공용건축물의 건축방법은?,2009-09-14,446,2896151
655,창의적인 행정은 왜 시작하게 됐나요 ?,2009-09-11,118,2898583
654,요즘 친환경사업이 대세인데 노원구에서도 이를 위해 노력한 실적이 있나요?,2009-09-11,188,2898581
